x,y,z,intensity,return_number,number_of_returns,scan_direction_flag,edge_of_flight_line,classification,user_data,point_source_id,scan_angle,gps_time,red,green,blue,nir,wavepacket_index,wavepacket_offset,wavepacket_size,return_point_wave_location,x_t,y_t,z_t,GridID,Confidence
99.779,199.664,50.174,663,4,5,1,0,2,10,1000,-929,400000.00099999999,1178,2188,6109,2233,0,0,0,0,0,0,0,100000,0.324000001
100.722,200.356,50.019,301,1,2,0,0,2,12,1001,-928,400000.00160000002,2813,4503,5883,3314,0,0,0,0,0,0,0,100004,0.916999996
99.876,200.730,49.910,634,1,4,0,0,2,13,1002,-930,400000.00190000003,2854,5566,8139,2317,0,0,0,0,0,0,0,100006,0.294
99.475,199.811,49.820,1445,2,3,1,0,2,19,1000,-948,400000.00230000005,3856,5642,6382,1522,0,0,0,0,0,0,0,100011,0.463999987
98.827,199.912,49.685,1177,1,1,0,0,2,15,1001,-961,400000.00280000007,1749,3919,7747,2835,0,0,0,0,0,0,0,100013,0.136999995
99.576,200.364,49.646,488,1,1,1,0,2,15,1002,-981,400000.0034000001,816,5161,7286,649,0,0,0,0,0,0,0,100016,0.63499999
100.160,201.045,49.747,1605,2,5,1,0,2,13,1000,1012,400000.00350000011,536,6043,6600,859,0,0,0,0,0,0,0,100018,0.656000018
100.754,201.606,49.754,1049,1,1,1,0,2,14,1002,994,400000.0045000001,304,5707,4655,2596,0,0,0,0,0,0,0,100022,0.115000002
99.971,201.989,49.651,16055,1,5,0,0,4,94,1034,314,400000.0046000001,25531,29062,30597,18125,0,0,0,0,0,0,0,100026,0.778999984
100.579,201.438,49.638,16210,3,4,0,0,4,99,1034,292,400000.00480000011,25759,28299,30886,20913,0,0,0,0,0,0,0,100029,0.108999997
100.344,200.476,49.472,17267,4,5,0,0,4,98,1036,277,400000.00540000014,26954,29605,28167,20504,0,0,0,0,0,0,0,100032,0.769999981
99.964,200.867,49.408,17701,2,2,1,0,4,95,1034,291,400000.00590000016,26626,29701,30698,18950,0,0,0,0,0,0,0,100035,0.938000023
99.347,201.034,49.368,24523,2,5,1,0,5,131,1051,926,400000.00670000014,39451,40648,40567,29330,0,0,0,0,0,0,0,100038,0.400000006
98.528,200.579,49.560,25972,2,4,1,0,5,138,1053,909,400000.00690000015,36011,40330,43971,27424,0,0,0,0,0,0,0,100040,0.971000016
97.986,200.225,49.686,24893,1,4,1,0,5,138,1053,886,400000.00730000017,36666,40592,40815,29681,0,0,0,0,0,0,0,100042,0.361000001
97.999,199.354,49.716,25567,1,5,0,0,5,136,1052,875,400000.00760000019,38799,39299,43187,28706,0,0,0,0,0,0,0,100045,0.648999989
97.141,199.620,49.534,24172,2,5,1,0,5,132,1053,872,400000.0079000002,38088,40793,44149,28296,0,0,0,0,0,0,0,100050,0.776000023
96.324,200.583,49.708,25047,2,2,0,0,5,132,1051,872,400000.00870000018,37074,40832,41606,28696,0,0,0,0,0,0,0,100052,0.370999992
95.544,201.194,49.700,9272,1,4,0,0,3,52,1017,-307,400000.00900000019,12684,16214,19557,11554,0,0,0,0,0,0,0,100055,0.796999991
95.535,201.736,49.500,9896,2,2,0,0,3,55,1019,-319,400000.00970000017,14177,17154,17806,9158,0,0,0,0,0,0,0,100058,0.411000013
95.318,201.211,49.403,8205,2,2,0,0,3,56,1018,-303,400000.01070000016,14242,17966,16319,12438,0,0,0,0,0,0,0,100061,0.95599997
95.711,200.402,49.232,1756,2,3,1,0,2,18,1001,1009,400000.01160000014,960,2976,6506,187,0,0,0,0,0,0,0,100064,0.981999993
95.707,200.700,49.171,988,4,4,0,0,2,12,1001,997,400000.01170000015,1162,6123,7801,2847,0,0,0,0,0,0,0,100066,0.230000004
95.048,201.522,49.093,988,1,1,1,0,2,11,1001,1010,400000.01240000012,2467,2631,4232,1278,0,0,0,0,0,0,0,100071,0.112999998
94.375,200.728,48.907,1488,1,3,1,0,2,15,1002,983,400000.01250000013,2081,3834,6442,1187,0,0,0,0,0,0,0,100073,0.488999993
94.193,200.138,49.008,275,3,4,1,0,2,11,1000,1002,400010.01290000015,3092,3399,7256,457,0,0,0,0,0,0,0,100076,0.0670000017
94.397,199.498,48.898,25688,3,4,1,0,5,130,1051,843,400010.01310000016,39329,38441,40525,28556,0,0,0,0,0,0,0,100079,0.883000016
95.058,199.661,48.703,24169,1,2,0,0,5,130,1053,867,400010.01370000019,38752,40348,42096,28396,0,0,0,0,0,0,0,100083,0.861999989
95.444,198.671,48.853,25618,3,4,1,0,5,138,1052,862,400010.01440000016,37800,41262,42527,30650,0,0,0,0,0,0,0,100086,0.319999993
94.696,198.093,48.677,24304,3,3,1,1,5,130,1052,846,400010.01450000016,39963,41843,41727,27834,0,0,0,0,0,0,0,100088,0.0130000003
94.532,197.610,48.662,25064,2,2,1,0,5,130,1051,836,400010.01460000017,38771,38905,43568,28902,0,0,0,0,0,0,0,100090,0.381000012
95.066,196.966,48.499,3,3,3,1,0,2,18,1001,1022,400010.01510000019,283,6074,4247,2721,0,0,0,0,0,0,0,100095,0.104000002
94.522,197.508,48.546,504,2,3,0,0,2,15,1002,997,400010.01610000018,3682,4100,6910,1383,0,0,0,0,0,0,0,100096,0.521000028
94.538,197.595,48.384,1088,2,2,0,0,2,12,1000,1007,400010.01620000019,3542,5107,6241,2811,0,0,0,0,0,0,0,100100,0.781000018
93.677,196.645,48.397,833,3,3,0,0,2,12,1001,1020,400010.01700000017,3627,5260,4177,5,0,0,0,0,0,0,0,100104,0.762000024
92.919,197.555,48.384,9075,1,4,1,0,3,59,1017,-302,400010.01710000017,12420,18105,16530,12800,0,0,0,0,0,0,0,100107,0.693000019
91.988,198.257,48.190,8130,1,1,1,0,3,52,1017,-325,400010.01790000015,13195,16465,17734,10706,0,0,0,0,0,0,0,100108,0.239999995
91.723,197.389,48.082,9096,2,5,1,0,3,50,1018,-318,400010.01820000017,13031,15686,16505,13056,0,0,0,0,0,0,0,100113,0.282999992
92.320,197.674,48.186,8258,3,4,0,0,3,51,1018,-308,400010.01920000016,14350,14238,17932,11360,0,0,0,0,0,0,0,100116,0.621999979
93.249,197.348,48.282,17163,2,4,0,0,4,99,1034,293,400010.01990000013,25532,28728,29574,21908,0,0,0,0,0,0,0,100117,0.149000004
92.314,197.708,48.190,16300,3,3,0,0,4,99,1036,292,400010.02040000015,27643,27625,30807,18505,0,0,0,0,0,0,0,100120,0.0879999995
92.290,197.346,48.240,17292,5,5,1,0,4,94,1036,263,400010.02090000018,24700,27448,31347,20006,0,0,0,0,0,0,0,100123,0.656000018
93.046,196.728,48.054,730,4,4,1,0,2,17,1002,1004,400010.02100000018,693,5606,5320,3134,0,0,0,0,0,0,0,100127,0
93.420,196.124,48.036,872,1,4,1,0,2,17,1001,997,400010.02110000019,2101,2725,5898,1802,0,0,0,0,0,0,0,100129,0.778999984
93.843,196.672,48.116,1068,3,4,1,0,2,15,1000,972,400010.0213000002,3640,5459,5391,584,0,0,0,0,0,0,0,100133,0.523000002
94.777,196.012,48.289,1509,1,1,0,0,2,14,1001,970,400010.02220000018,3545,4698,4130,3779,0,0,0,0,0,0,0,100136,0.184
95.774,195.103,48.094,1361,1,1,0,0,2,12,1002,991,400010.02230000019,690,3862,7752,3356,0,0,0,0,0,0,0,100139,0.00700000022
96.503,195.437,47.914,24802,3,3,0,0,5,136,1051,824,400010.02270000021,38943,41496,40122,30549,0,0,0,0,0,0,0,100143,0.32100001
96.960,196.320,47.840,24133,5,5,0,0,5,130,1053,834,400010.02350000018,38455,39160,42154,27293,0,0,0,0,0,0,0,100144,0.129999995
97.703,196.015,47.781,24759,3,5,0,0,5,135,1053,855,400010.02370000019,39474,40834,42609,28834,0,0,0,0,0,0,0,100147,0.25999999
97.047,196.973,47.835,24905,5,5,1,0,5,138,1053,868,400010.0238000002,38543,38145,41028,30637,0,0,0,0,0,0,0,100150,0.229000002
97.747,197.476,47.648,25855,2,2,0,0,5,137,1053,839,400010.02440000023,39205,41444,40257,27066,0,0,0,0,0,0,0,100154,0.531000018
98.634,198.192,47.533,1027,2,3,0,0,2,19,1001,1012,400010.02520000021,1533,3977,5887,503,0,0,0,0,0,0,0,100157,0.657999992
97.697,198.318,47.720,830,2,2,1,0,2,17,1000,984,400010.02600000019,3478,4742,5500,3309,0,0,0,0,0,0,0,100159,0.731999993
97.615,198.672,47.657,1449,2,4,1,0,2,13,1000,955,400010.02650000021,141,3620,7213,3409,0,0,0,0,0,0,0,100164,0.367000014
98.365,197.820,47.484,720,4,5,0,0,2,10,1001,976,400010.02730000019,2425,6000,4136,3610,0,0,0,0,0,0,0,100166,0.493000001
99.205,198.034,47.421,108,4,5,1,0,2,18,1000,990,400010.02820000018,896,2549,4515,2851,0,0,0,0,0,0,0,100170,0.171000004
98.902,198.814,47.312,1271,1,4,0,0,2,18,1001,967,400010.02830000018,3434,2730,5402,3416,0,0,0,0,0,0,0,100171,0.963
98.181,199.566,47.406,594,3,4,1,0,2,10,1000,996,400010.02860000019,2486,2460,7882,730,0,0,0,0,0,0,0,100174,0.662
97.882,199.005,47.523,795,2,4,1,0,2,12,1000,1013,400010.02910000022,1490,3996,4380,328,0,0,0,0,0,0,0,100177,0.522000015
97.747,198.375,47.659,1182,4,5,0,0,2,14,1000,1031,400010.02930000023,836,5744,4564,1899,0,0,0,0,0,0,0,100182,0.356999993
97.392,197.623,47.661,520,1,1,1,0,2,15,1001,1052,400010.02970000025,114,3656,5403,1037,0,0,0,0,0,0,0,100184,0.992999971
97.118,198.314,47.727,8215,1,2,0,0,3,59,1017,-297,400010.03060000023,13610,17657,18375,10608,0,0,0,0,0,0,0,100187,0.0590000004
98.049,197.832,47.676,8233,1,3,0,0,3,55,1019,-283,400010.03130000021,13192,17747,19766,12595,0,0,0,0,0,0,0,100190,0.263999999
98.333,197.080,47.685,8594,3,3,0,0,3,50,1019,-308,400010.03210000019,13933,17702,16327,11633,0,0,0,0,0,0,0,100193,0.975000024
98.819,197.229,47.699,9596,3,4,0,0,3,57,1017,-291,400010.0323000002,13264,16351,19917,9682,0,0,0,0,0,0,0,100197,0.605000019
98.644,198.227,47.527,9001,3,3,0,0,3,59,1017,-320,400010.03260000021,13416,17121,18014,12077,0,0,0,0,0,0,0,100199,0.129999995
98.737,198.094,47.523,8316,1,1,1,0,3,57,1018,-313,400010.03340000019,14386,15893,18215,12451,0,0,0,0,0,0,0,100203,0.286000013
98.315,197.762,47.634,9196,1,1,1,0,3,50,1019,-323,400020.03410000016,12128,14406,20103,9647,0,0,0,0,0,0,0,100206,0.667999983
97.720,197.819,47.595,8509,3,4,0,0,3,55,1019,-302,400020.03450000018,14877,17562,17237,12749,0,0,0,0,0,0,0,100209,0.446999997
97.923,198.419,47.420,25724,1,1,1,0,5,130,1052,845,400020.03460000019,37757,38098,41745,29501,0,0,0,0,0,0,0,100212,0.787
98.202,199.007,47.230,24206,1,3,1,0,5,132,1052,860,400020.0348000002,39781,40440,41353,27945,0,0,0,0,0,0,0,100214,0.865999997
98.560,198.773,47.106,25551,1,1,0,0,5,139,1053,860,400020.03560000018,39632,39553,42845,28761,0,0,0,0,0,0,0,100217,0.616999984
98.118,198.942,47.018,24202,1,2,0,0,5,132,1052,880,400020.0360000002,37583,40979,40468,30977,0,0,0,0,0,0,0,100221,0.335999995
97.707,199.406,47.074,25878,1,2,1,0,5,135,1053,2907,400020.03660000023,36339,40383,40475,29753,0,0,0,0,0,0,0,100224,0.0960000008
97.938,199.472,47.213,24281,5,5,1,0,5,132,1053,2910,400020.0374000002,38017,40028,42141,30338,0,0,0,0,0,0,0,100225,0.903999984
