x,y,z,intensity,return_number,number_of_returns,scan_direction_flag,edge_of_flight_line,classification,user_data,point_source_id,scan_angle,gps_time,red,green,blue,nir,wavepacket_index,wavepacket_offset,wavepacket_size,return_point_wave_location,x_t,y_t,z_t,GridID,Confidence
1077.396,1037.08,7.581,51411,2,1,1,0,5,121,40,-15,400000.0,51316,53936,32354,40918,0,0,32,5.687412,-0.3920998,0.32383302,-0.07624554,513023,0.26586998
1043.888,1092.676,3.545,60457,1,1,0,0,23,229,83,48,400011.1111111111,25392,41729,481,30903,0,64,32,1.39797,-0.9383643,0.114064306,-0.67745644,963722,0.96917635
1085.8600000000001,1064.387,9.707,48013,2,2,1,1,2,182,24,86,400022.22222222225,4629,53657,57392,47070,0,128,32,1.1453007,-0.12656522,0.5677964,0.0020895503,178884,0.7787509
1069.737,1082.276,8.931000000000001,48807,1,1,0,1,7,239,63,59,400033.3333333333,58856,9157,52220,46212,0,192,32,6.6840296,-0.57083064,0.32862708,-0.6953758,408331,0.7168902
1009.418,1044.3410000000001,7.784,19210,1,1,1,0,20,41,57,-26,400044.44444444444,57055,15428,57408,29020,0,256,32,4.7109623,-0.18294272,-0.18722628,0.39264074,206205,0.4493615
1097.5620000000001,1022.724,1.946,24027,1,3,0,1,2,47,70,-12,400055.55555555556,18894,54573,51570,18160,0,320,32,5.652361,0.7068061,0.6280408,-0.10768745,405049,0.27224156
1076.114,1055.458,4.667,47042,3,1,1,1,16,232,84,-84,400066.6666666667,43184,12054,62650,56214,0,384,32,7.6499887,-0.532121,-0.6660542,-0.23795755,965706,0.09639096
1078.606,1006.3820000000001,0.438,63405,3,2,0,0,18,110,10,54,400077.77777777775,15698,13100,51140,51164,0,448,32,6.347183,-0.88339454,-0.95457584,-0.39697582,429636,0.9026024
1012.811,1082.763,1.543,32033,2,3,0,0,2,0,26,-69,400088.8888888889,1660,56902,43628,57620,0,512,32,5.535794,-0.43723223,-0.81990427,0.2605652,917721,0.4557763
1045.039,1063.166,6.83,26924,2,3,1,1,29,219,31,61,400100.0,44727,52748,43570,36413,0,576,32,5.5920715,-0.41281247,0.4447187,-0.2763748,545558,0.20236337
