x,y,z,intensity,return_number,number_of_returns,scan_direction_flag,edge_of_flight_line,classification,user_data,point_source_id,scan_angle,gps_time,red,green,blue,nir,wavepacket_index,wavepacket_offset,wavepacket_size,return_point_wave_location,x_t,y_t,z_t,GridID,Confidence
-49.199,299.572,20.319,1924,1,10,0,0,41,26,2003,-11983,500000.0012,894,3571,6105,1795,0,0,0,0,0,0,0,0,0
-49.661,297.786,20.375,278,5,10,1,0,43,21,2001,-12078,500000.00219999999,3816,2701,4673,1049,0,0,0,0,0,0,0,0,0
-50.863,298.417,20.621,977,1,1,1,0,2,26,2001,-12042,500000.00339999999,1793,4471,2159,1261,0,0,0,0,0,0,0,0,0
-49.219,299.862,20.611,2302,8,10,0,0,43,26,2002,-12030,500000.00380000001,1330,4321,4369,3221,0,0,0,0,0,0,0,0,0
-51.118,298.200,20.695,1959,9,10,0,0,40,20,2001,-12088,500000.00440000003,3643,3255,4779,2711,0,0,0,0,0,0,0,0,0
-52.469,298.850,20.762,2490,10,13,1,0,2,21,2003,-11989,500000.00480000005,3740,4263,4369,2949,0,0,0,0,0,0,0,0,0
-52.915,296.930,20.557,503,9,14,1,0,2,23,2001,-11908,500000.00600000005,3019,3914,2621,3732,0,0,0,0,0,0,0,0,0
-52.644,298.107,20.954,9004,6,6,1,0,48,54,2023,-4077,500000.00740000006,15024,12035,14949,10294,0,0,0,0,0,0,0,0,0
-53.216,299.568,21.067,11011,8,11,1,0,3,54,2026,-3993,500000.00860000006,11115,14685,15188,13971,0,0,0,0,0,0,0,0,0
-51.551,298.139,20.997,10626,6,8,1,0,3,51,2023,-1078,500000.00880000007,14154,15681,16417,12373,0,0,0,0,0,0,0,0,0
-50.162,299.450,21.259,9924,3,9,0,0,48,55,2026,-1169,500000.01020000008,14577,13096,15548,10697,0,0,0,0,0,0,0,0,0
-51.262,300.005,20.966,19420,2,5,0,0,4,84,2046,3941,500000.01180000009,22765,26250,25547,22095,0,0,0,0,0,0,0,0,0
-50.489,299.209,20.801,19840,4,7,1,0,4,87,2048,3904,500000.0132000001,24717,26998,24873,24002,0,0,0,0,0,0,0,0,0
-49.352,298.700,20.486,19971,2,11,0,0,4,85,2049,3885,500000.01480000012,23230,25203,24733,23058,0,0,0,0,0,0,0,0,0
-50.322,298.196,20.676,18245,7,14,0,0,4,87,2048,3875,500000.01580000011,25881,25946,25916,21899,0,0,0,0,0,0,0,0,0
-52.163,297.586,20.734,28107,2,11,0,0,5,113,2071,11989,500000.01720000012,34277,37556,39108,33349,0,0,0,0,0,0,0,0,0
-51.016,297.726,20.579,29753,4,5,1,0,58,111,2070,12024,500000.01860000013,33901,36701,38416,31598,0,0,0,0,0,0,0,0,0
-51.537,295.741,20.350,27427,2,2,0,0,58,113,2070,11960,500000.01880000014,33548,36863,36078,32909,0,0,0,0,0,0,0,0,0
-53.293,294.593,20.159,28856,10,11,0,0,5,115,2072,11950,500000.02020000014,36734,34163,35202,30758,0,0,0,0,0,0,0,0,0
-52.779,294.645,20.088,2125,8,13,0,0,41,22,2000,-11832,500000.02180000016,213,4954,3992,3387,0,0,0,0,0,0,0,0,0
-52.459,294.876,20.122,2910,3,10,1,0,2,20,2000,-11910,500000.02240000019,1914,4881,5839,1167,0,0,0,0,0,0,0,0,0
-51.056,294.724,20.483,2910,5,6,1,0,2,22,2002,-11920,500000.02400000021,2168,1114,3905,3097,0,0,0,0,0,0,0,0,0
-51.035,294.625,20.873,892,6,13,0,0,41,20,2001,-11821,500000.02540000022,1733,1196,3718,3077,0,0,0,0,0,0,0,0,0
-51.904,294.626,21.233,2666,12,15,0,0,2,22,2003,-11790,500000.02660000022,2479,3018,4222,90,0,0,0,0,0,0,0,0,0
-49.985,294.173,21.320,164,3,10,0,0,2,27,2003,-11855,500000.02780000021,630,2804,2860,2162,0,0,0,0,0,0,0,0,0
-50.775,292.780,21.240,1276,2,5,0,0,43,26,2002,-11949,500000.02800000022,178,4852,5909,903,0,0,0,0,0,0,0,0,0
-50.918,291.123,21.576,1372,3,3,0,0,2,24,2000,-11947,500000.02840000024,3536,1342,4397,1704,0,0,0,0,0,0,0,0,0
-49.504,292.822,21.842,425,13,14,0,0,2,25,2003,-11911,500000.02920000022,3845,4110,4974,3434,0,0,0,0,0,0,0,0,0
-48.471,292.672,21.768,2961,4,7,0,0,42,26,2001,-12006,500000.03060000023,1296,2685,3221,3078,0,0,0,0,0,0,0,0,0
-48.785,290.791,21.876,29562,9,9,1,0,55,110,2072,11960,500000.03160000022,36289,36514,35938,32470,0,0,0,0,0,0,0,0,0
-47.113,291.014,21.845,28364,1,1,1,0,55,117,2072,11995,500000.03280000022,33344,36488,37028,31691,0,0,0,0,0,0,0,0,0
-47.540,292.812,21.907,28961,6,10,1,0,5,116,2069,11985,500000.03420000023,34289,37622,36638,32642,0,0,0,0,0,0,0,0,0
-47.106,291.815,21.539,28805,2,11,1,0,5,113,2070,11902,500000.03580000025,36682,34180,35586,30748,0,0,0,0,0,0,0,0,0
-46.023,289.879,21.372,29620,9,15,1,0,5,111,2071,11954,500000.03740000026,33438,35832,38077,30914,0,0,0,0,0,0,0,0,0
-46.211,289.746,21.486,27382,2,3,1,0,5,117,2070,11982,500000.03860000026,35844,38031,35750,31857,0,0,0,0,0,0,0,0,0
-46.293,288.627,21.102,29280,9,9,0,0,5,115,2069,12016,500000.04020000028,33437,35606,37662,30163,0,0,0,0,0,0,0,0,0
-46.212,290.139,20.996,29745,9,13,1,0,5,113,2069,11967,500000.0418000003,34019,37104,38792,33914,0,0,0,0,0,0,0,0,0
-46.828,291.050,21.019,27575,4,6,0,0,58,117,2072,12027,500000.04320000031,35136,35162,36536,31942,0,0,0,0,0,0,0,0,0
-48.791,290.267,21.090,29116,14,14,1,0,5,116,2069,11983,500000.04380000033,35314,35450,37180,33937,0,0,0,0,0,0,0,0,0
-48.320,289.420,21.082,11688,8,13,0,0,45,52,2024,-1236,500000.04480000032,13458,13053,13947,12722,0,0,0,0,0,0,0,0,0
-48.688,290.186,20.951,9614,1,3,0,0,3,52,2024,-4331,500000.04540000035,15051,13426,16296,10224,0,0,0,0,0,0,0,0,0
-48.949,289.140,21.133,10527,5,15,1,0,48,51,2023,-4282,500000.04620000033,12216,12977,14024,11587,0,0,0,0,0,0,0,0,0
-47.302,290.076,21.032,11962,1,15,0,0,3,51,2025,-4230,500000.04780000035,12436,13375,16840,13358,0,0,0,0,0,0,0,0,0
-48.421,290.633,21.110,19004,2,2,1,0,4,86,2049,3787,500000.04820000037,24174,25531,26197,23111,0,0,0,0,0,0,0,0,0
-48.420,291.639,21.467,20234,6,6,1,1,53,85,2046,3886,500000.04920000036,22983,25950,26135,20001,0,0,0,0,0,0,0,0,0
-50.195,290.835,21.841,18781,3,4,1,0,51,84,2049,791,500000.04960000038,23959,25663,25637,21101,0,0,0,0,0,0,0,0,0
-49.623,289.256,22.156,10025,4,4,0,0,48,54,2024,-4283,500000.05020000041,14050,12399,16969,13093,0,0,0,0,0,0,0,0,0
-47.842,289.935,21.973,9785,9,9,1,0,3,55,2024,-4381,500000.05060000042,11181,15840,16729,11573,0,0,0,0,0,0,0,0,0
-49.606,287.944,22.004,11596,4,6,0,0,46,56,2026,-4286,500000.05220000044,13546,14583,16262,13121,0,0,0,0,0,0,0,0,0
-50.714,288.657,21.764,11436,2,14,1,0,46,53,2024,-4263,500000.05240000045,13639,15501,14485,10418,0,0,0,0,0,0,0,0,0
-49.578,290.653,21.474,11974,1,15,1,0,3,57,2025,-4262,500000.05280000047,14557,13644,13986,10152,0,0,0,0,0,0,0,0,0
-51.369,291.227,21.112,10893,2,2,0,0,3,57,2025,-4164,500000.05420000048,13589,14651,16670,11590,0,0,0,0,0,0,0,0,0
-52.245,290.584,21.418,10668,5,11,1,0,3,56,2025,-4126,500000.05480000051,11390,12675,13054,12685,0,0,0,0,0,0,0,0,0
-51.429,291.508,21.206,11959,1,1,0,0,3,53,2025,-4204,500000.05520000053,12232,13832,13197,12263,0,0,0,0,0,0,0,0,0
-53.183,291.518,21.331,11026,3,9,0,0,3,50,2023,-4191,500000.05660000053,13179,15721,15897,11633,0,0,0,0,0,0,0,0,0
-51.293,292.836,21.465,10023,1,1,0,0,47,55,2025,-4142,500000.05820000055,12917,12843,13150,11063,0,0,0,0,0,0,0,0,0
-50.577,294.586,21.484,27598,5,5,1,0,5,116,2070,12055,500000.05880000058,35712,36517,35752,31845,0,0,0,0,0,0,0,0,0
-52.436,293.175,21.103,28165,1,5,0,0,57,114,2069,12043,500000.06020000059,34305,35571,37599,31238,0,0,0,0,0,0,0,0,0
-52.414,294.382,20.722,27544,4,5,0,0,5,117,2071,12068,500000.06140000059,33953,34456,35665,31853,0,0,0,0,0,0,0,0,0
-51.510,296.036,20.577,29204,1,8,0,0,5,112,2070,12031,500000.06180000061,34811,35155,36944,33196,0,0,0,0,0,0,0,0,0
-50.539,295.449,20.880,28405,8,11,1,0,5,117,2070,11997,500000.0628000006,34959,36066,38827,32610,0,0,0,0,0,0,0,0,0
-52.165,297.098,21.115,29171,9,13,1,0,5,112,2070,12064,500000.06340000062,34636,34480,35897,30114,0,0,0,0,0,0,0,0,0
-52.578,296.415,20.959,18861,2,5,1,0,4,83,2047,747,500000.06400000065,25301,24380,27209,22949,0,0,0,0,0,0,0,0,0
-51.822,295.191,20.763,20403,2,7,0,0,53,82,2047,807,500000.06560000067,23957,25640,27169,20698,0,0,0,0,0,0,0,0,0
-52.813,296.900,20.885,18166,3,8,0,0,50,84,2047,-2188,500000.06700000068,23732,26103,27932,20616,0,0,0,0,0,0,0,0,0
-52.902,296.274,20.957,20689,4,7,1,0,4,86,2049,-2180,500000.0674000007,23449,23695,26908,22871,0,0,0,0,0,0,0,0,0
-54.226,298.003,21.236,18997,2,6,1,0,4,87,2049,-2264,500000.0686000007,23470,24200,25906,20970,0,0,0,0,0,0,0,0,0
-54.912,299.514,20.980,20730,5,6,0,0,51,86,2049,-2311,500000.06960000069,25720,26714,24133,22720,0,0,0,0,0,0,0,0,0
-53.979,300.148,20.654,19915,5,9,0,0,4,83,2049,-5411,500000.07060000068,23441,25497,26307,23416,0,0,0,0,0,0,0,0,0
-53.251,299.807,20.917,18688,1,1,0,0,4,80,2047,-5333,500000.07160000067,25995,24209,26946,23069,0,0,0,0,0,0,0,0,0
-54.620,300.748,21.238,27459,3,3,0,0,58,111,2069,12149,500000.07320000068,36895,36488,35499,33738,0,0,0,0,0,0,0,0,0
-53.047,300.197,21.353,27564,2,10,0,0,5,114,2072,12145,500000.07420000067,34620,34758,35235,31355,0,0,0,0,0,0,0,0,0
-53.695,299.570,21.625,27717,5,6,0,0,58,114,2069,12129,500000.07580000069,35469,35475,37669,33585,0,0,0,0,0,0,0,0,0
-53.436,300.297,21.594,29216,2,5,1,0,55,115,2069,12066,500000.07660000067,35063,37297,37088,33688,0,0,0,0,0,0,0,0,0
-53.642,300.031,21.890,29983,1,4,1,0,5,111,2070,12140,500000.07700000069,36017,35696,35959,31146,0,0,0,0,0,0,0,0,0
-51.994,298.300,21.815,27580,8,12,0,0,58,115,2069,12200,500000.07860000071,33541,35267,35253,33790,0,0,0,0,0,0,0,0,0
-51.853,299.990,21.746,11138,4,6,1,0,3,56,2024,-4199,500000.08000000071,11415,13050,13587,12050,0,0,0,0,0,0,0,0,0
-50.705,299.310,22.105,9667,1,2,1,0,3,50,2025,-4103,500000.08060000074,12639,14810,13833,12279,0,0,0,0,0,0,0,0,0
-50.045,300.724,21.805,11562,14,15,0,0,3,52,2026,-4059,500000.08080000075,13572,13293,15052,13434,0,0,0,0,0,0,0,0,0
-48.830,299.883,21.750,10373,10,11,0,0,3,51,2025,-4013,500000.08220000076,13733,12217,13990,11590,0,0,0,0,0,0,0,0,0
-50.253,298.825,21.651,10450,2,8,1,0,3,55,2024,-4026,500000.08340000076,12407,13422,13649,12863,0,0,0,0,0,0,0,0,0
-50.748,297.119,21.681,11109,3,13,0,0,3,57,2024,-4030,500000.08400000079,14529,13537,15024,10639,0,0,0,0,0,0,0,0,0
-52.634,298.393,22.062,10680,9,9,1,0,3,54,2024,-3947,500000.08500000078,14081,15296,15002,12598,0,0,0,0,0,0,0,0,0
-50.728,298.907,22.295,18116,3,4,1,0,51,83,2049,-5383,500000.08560000081,24729,24683,24825,20590,0,0,0,0,0,0,0,0,0
-49.586,300.436,22.427,19842,5,5,1,0,4,82,2047,-5359,500000.08700000081,22028,26792,24361,22995,0,0,0,0,0,0,0,0,0
